BHK,Location,Total sqft,price_sqft,price,Bhk
2 BHK Apartment,Dombivali,630,"7,142",45 L,2
1 BHK Apartment,Dombivali,648,"5,092",33 L,1
3 BHK Apartment,Dombivali,1098,"6,193",68 L,3
2 BHK Apartment,Dombivali,864,"6,712",58 L,2
2 BHK Apartment,Bhiwandi,900,"5,000",45 L,2
2 BHK Apartment,Bhiwandi,785,"4,300",33.75 L,2
2 BHK Apartment,Bhiwandi,760,"4,100",31.16 L,2
1 BHK Apartment,Virar,750,"4,800",36 L,1
1 BHK Apartment,Santosh Nagar,650,"5,923",38.5 L,1
1 BHK Apartment,Vasai east,650,"5,923",38.5 L,1
1 BHK Apartment,Virar,600,"5,833",35 L,1
1 BHK Apartment,Bhiwandi,545,"4,099",22.34 L,1
1 BHK Apartment,Jogeshwari West,500,"22,000",1.1 Cr,1
2 BHK Apartment,Andheri West,800,"10,625",85 L,2
1 BHK Apartment,Dombivali,600,"7,500",45 L,1
2 BHK Apartment,Dombivali,1000,"6,000",60 L,2
3 BHK Apartment,Koper Khairane,1500,"17,666",2.65 Cr,3
1 BHK Apartment,Dombivali,528,"7,765",41 L,1
1 BHK Apartment,Bhiwandi,585,"4,100",23.98 L,1
1 BHK Apartment,Bhiwandi,560,"4,100",22.96 L,1
1 BHK Apartment,Bhiwandi,550,"4,100",22.55 L,1
1 BHK Apartment,Bhiwandi,410,"4,100",16.81 L,1
2 BHK Apartment,Kalyan West,1060,"8,018",85 L,2
2 BHK Apartment,Kalyan West,1010,"6,435",65 L,2
1 BHK Apartment,Palghar,443,"4,507",19.92 L,1
1 BHK Apartment,Palghar,443,"4,507",19.92 L,1
2 BHK Apartment,Bhandup West,930,"13,655",1.27 Cr,2
2 BHK Apartment,Bhandup West,700,"14,000",98 L,2
2 BHK Apartment,Chembur,1190,"16,218",1.93 Cr,2
2 BHK Apartment,Chembur,877,"15,963",1.4 Cr,2
2 BHK Apartment,Ghatkopar East,650,"18,153",1.18 Cr,2
1 BHK Apartment,Vashi,650,"17,076",1.11 Cr,1
2 BHK Apartment,Ghatkopar East,700,"16,571",1.16 Cr,2
1 BHK Apartment,Vashi,650,"17,076",1.11 Cr,1
2 BHK Apartment,Ghatkopar East,700,"16,571",1.16 Cr,2
2 BHK Apartment,Ghatkopar East,920,"17,173",1.58 Cr,2
1 BHK Apartment,Ghatkopar East,600,"17,333",1.04 Cr,1
2 BHK Apartment,Kalyan West,830,"4,578",38 L,2
1 BHK Apartment,Kalyan West,590,"4,576",27 L,1
3 BHK Apartment,Beturkar Pada,1256,"7,961",1 Cr,3
1 BHK Apartment,Kalyan West,700,"6,285",44 L,1
2 BHK Apartment,Kalyan West,1126,"7,193",81 L,2
1 BHK Apartment,Ulwe,675,"5,185",35 L,1
1 BHK Apartment,Ulwe,665,"5,263",35 L,1
1 BHK Apartment,Ulwe,695,"5,899",41 L,1
1 BHK Apartment,Ulwe,630,"7,213",45.44 L,1
2 BHK Apartment,Dombivali,864,"5,208",45 L,2
3 BHK Apartment,Thane West,1432,"17,458",2.5 Cr,3
1 BHK Apartment,Dombivali,594,"5,387",32 L,1
1 BHK Apartment,Dombivali,560,"5,892",33 L,1
3 BHK Apartment,Dombivali,1200,"8,333",1 Cr,3
2 BHK Apartment,Dombivali,900,"6,777",61 L,2
2 BHK Apartment,Dombivali,800,"7,250",58 L,2
3 BHK Apartment,Thane West,1432,"17,458",2.5 Cr,3
3 BHK Apartment,Thane West,1850,"17,837",3.3 Cr,3
1 BHK Apartment,Thane West,650,"13,384",87 L,1
3 BHK Apartment,Vasai east,1250,"4,400",55 L,3
3 BHK Apartment,Nahur East,1086,"21,271",2.31 Cr,3
2 BHK Apartment,Nahur East,828,"20,531",1.7 Cr,2
2 BHK Apartment,Nahur East,834,"20,649",1.72 Cr,2
3 BHK Apartment,Nahur East,1162,"23,752",2.76 Cr,3
2 BHK Apartment,Nahur East,844,"21,946",1.85 Cr,2
2 BHK Apartment,Nahur East,838,"20,883",1.75 Cr,2
2 BHK Apartment,Kalyan West,1120,"8,035",90 L,2
3 BHK Apartment,Kalyan West,1550,"8,580",1.33 Cr,3
1 BHK Apartment,Airoli,650,"12,000",78 L,1
2 BHK Apartment,Thane West,795,"12,578",1 Cr,2
1 BHK Apartment,Thane East,589,"12,903",76 L,1
1 BHK Apartment,Thane West,483,"13,250",64 L,1
2 BHK Apartment,Thane West,927,"12,729",1.18 Cr,2
1 BHK Apartment,Dombivali East,595,"6,000",35.7 L,1
2 BHK Apartment,Vichumbe,1000,"5,000",50 L,2
3 BHK Apartment,Agripada,3000,"25,000",7.5 Cr,3
1 BHK Apartment,Rasayani,690,"2,900",20.01 L,1
2 BHK Apartment,Rasayani,950,"2,900",27.55 L,2
1 BHK Apartment,Rasayani,550,"2,900",15.95 L,1
1 BHK Apartment,Koper Khairane,650,"11,076",72 L,1
1 BHK Apartment,Dombivali,585,"7,675",44.9 L,1
1 BHK Apartment,Vasai,650,"5,538",36 L,1
1 BHK Apartment,Vasai,650,"5,538",36 L,1
1 BHK Apartment,Naigaon East,560,"5,714",32 L,1
1 BHK Apartment,Naigaon East,500,"5,500",27.5 L,1
1 BHK Apartment,Dombivali East,300,"5,500",16.5 L,1
1 BHK Apartment,Bhiwandi,605,"4,100",24.8 L,1
1 BHK Apartment,Bhiwandi,530,"4,100",21.73 L,1
1 BHK Apartment,Wadala,848,"19,811",1.68 Cr,1
1 BHK Apartment,Bhuleshwar,577,"23,396",1.35 Cr,1
2 BHK Apartment,Andheri East,1292,"13,931",1.8 Cr,2
2 BHK Apartment,Agripada,1650,"21,212",3.5 Cr,2
3 BHK Apartment,Agripada,2062,"20,611",4.25 Cr,3
2 BHK Apartment,Byculla,990,"25,252",2.5 Cr,2
1 BHK Apartment,Byculla,750,"18,000",1.35 Cr,1
2 BHK Apartment,Byculla,1485,"21,885",3.25 Cr,2
2 BHK Apartment,Agripada,1080,"17,592",1.9 Cr,2
3 BHK Apartment,Agripada,1716,"26,223",4.5 Cr,3
1 BHK Apartment,Mazgaon,627,"24,720",1.55 Cr,1
2 BHK Apartment,Byculla,1485,"21,885",3.25 Cr,2
2 BHK Apartment,Agripada,1100,"35,454",3.9 Cr,2
2 BHK Apartment,Byculla,1050,"23,809",2.5 Cr,2
3 BHK Apartment,Wadala,2740,"17,883",4.9 Cr,3
1 BHK Apartment,Byculla,650,"23,076",1.5 Cr,1
2 BHK Apartment,Byculla,750,"26,666",2 Cr,2
1 BHK Apartment,Byculla,665,"31,578",2.1 Cr,1
2 BHK Apartment,Mazgaon,845,"35,502",3 Cr,2
1 BHK Apartment,Malad West,594,"32,828",1.95 Cr,1
2 BHK Apartment,Mazgaon,1142,"28,896",3.3 Cr,2
2 BHK Apartment,Mazgaon,1056,"32,196",3.4 Cr,2
1 BHK Apartment,Byculla,750,"15,333",1.15 Cr,1
1 BHK Apartment,Byculla,783,"30,012",2.35 Cr,1
2 BHK Apartment,Wadala,1640,"18,292",3 Cr,2
3 BHK Apartment,Agripada,3646,"32,912",12 Cr,3
1 BHK Apartment,Byculla,742,"19,541",1.45 Cr,1
2 BHK Apartment,Mira Road East,1070,"8,224",88 L,2
1 BHK Apartment,Mira Road East,700,"9,000",63 L,1
1 BHK Apartment,Mira Road East,700,"9,000",63 L,1
2 BHK Apartment,Mira Road East,1200,"8,083",97 L,2
2 BHK Apartment,Rabale,950,"10,526",1 Cr,2
2 BHK Apartment,Vikhroli,800,"15,687",1.25 Cr,2
1 BHK Apartment,Thane West,450,"14,444",65 L,1
2 BHK Apartment,Thane East,700,"15,285",1.07 Cr,2
3 BHK Apartment,Ghatkopar West,1300,"19,615",2.55 Cr,3
2 BHK Apartment,Ghatkopar West,990,"18,888",1.87 Cr,2
2 BHK Apartment,Thane West,1083,"12,742",1.38 Cr,2
2 BHK Apartment,Thane West,927,"12,729",1.18 Cr,2
1 BHK Apartment,Thane West,669,"13,004",87 L,1
2 BHK Apartment,Taloje,1200,"2,916",35 L,2
2 BHK Apartment,Thane West,1050,"11,428",1.2 Cr,2
2 BHK Apartment,Thane West,1200,"12,500",1.5 Cr,2
3 BHK Apartment,Thane West,1835,"16,348",3 Cr,3
3 BHK Apartment,Thane West,1600,"10,625",1.7 Cr,3
4 BHK Apartment,Thane West,2600,"23,076",6 Cr,4
3 BHK Apartment,Thane West,2000,"15,000",3 Cr,3
2 BHK Apartment,Thane West,900,"13,888",1.25 Cr,2
3 BHK Apartment,Thane West,1800,"20,000",3.6 Cr,3
2 BHK Apartment,Thane West,1200,"12,916",1.55 Cr,2
2 BHK Apartment,Thane West,1000,"15,900",1.59 Cr,2
1 BHK Apartment,Thane West,650,"13,538",88 L,1
1 BHK Apartment,Airoli,530,"10,377",55 L,1
1 BHK Apartment,Rabale,555,"12,612",70 L,1
2 BHK Apartment,Airoli,950,"10,526",1 Cr,2
2 BHK Apartment,Airoli,950,"8,947",85 L,2
2 BHK Apartment,Airoli,1000,"8,300",83 L,2
2 BHK Apartment,Airoli,950,"9,473",90 L,2
2 BHK Apartment,Airoli,950,"11,052",1.05 Cr,2
2 BHK Apartment,Mira Road East,573,"15,895",91.07 L,2
1 BHK Apartment,Mira Road East,396,"15,659",62 L,1
2 BHK Apartment,Mira Road East,485,"16,389",79.48 L,2
1 BHK Apartment,Badlapur West,350,"7,474",26.08 L,1
1 BHK Apartment,Badlapur West,360,"7,306",26.3 L,1
2 BHK Apartment,Badlapur West,501,"7,096",35.55 L,2
1 BHK Apartment,Badlapur West,302,"7,587",22.83 L,1
2 BHK Apartment,Badlapur West,557,"6,917",38.53 L,2
1 BHK Apartment,Badlapur West,304,"7,806",23.73 L,1
1 BHK Apartment,Badlapur West,366,"7,244",26.44 L,1
2 BHK Apartment,Badlapur West,499,"7,058",35.14 L,2
2 BHK Apartment,Bhiwandi,850,"4,100",34.85 L,2
2 BHK Apartment,Mira Road East,1020,"8,333",85 L,2
1 BHK Apartment,Mira Road East,700,"8,714",61 L,1
2 BHK Apartment,Malad West,735,"25,006",1.83 Cr,2
2 BHK Apartment,Malad West,735,"25,006",1.83 Cr,2
2 BHK Apartment,Malad West,749,"25,012",1.87 Cr,2
2 BHK Apartment,Malad West,749,"25,012",1.87 Cr,2
3 BHK Apartment,Malad West,1037,"25,002",2.59 Cr,3
3 BHK Apartment,Malad West,1037,"25,002",2.59 Cr,3
1 BHK Apartment,Bhiwandi,375,"4,098",15.37 L,1
2 BHK Apartment,Mira Road East,1050,"8,952",94 L,2
1 BHK Apartment,Mira Road East,665,"8,721",58 L,1
3 BHK Apartment,Thane West,1150,"20,347",2.34 Cr,3
2 BHK Apartment,Thane West,808,"20,297",1.64 Cr,2
1 BHK Apartment,Thane West,450,"18,222",82 L,1
4 BHK Apartment,Thane West,1753,"22,589",3.96 Cr,4
3 BHK Apartment,Thane West,1324,"20,241",2.68 Cr,3
2 BHK Apartment,Thane West,598,"19,899",1.19 Cr,2
3 BHK Apartment,Thane West,991,"20,484",2.03 Cr,3
2 BHK Apartment,Thane West,663,"20,663",1.37 Cr,2
2 BHK Apartment,Thane West,761,"20,367",1.55 Cr,2
3 BHK Apartment,Thane West,944,"20,656",1.95 Cr,3
2 BHK Apartment,Thane West,632,"20,569",1.3 Cr,2
2 BHK Apartment,Dombivali East,850,"5,294",45 L,2
1 BHK Apartment,Dombivali,586,"5,631",33 L,1
1 BHK Apartment,Dombivali,598,"5,852",35 L,1
2 BHK Apartment,Dombivali,918,"7,734",71 L,2
3 BHK Apartment,Powai,1246,"31,872",3.97 Cr,3
2 BHK Apartment,Powai,622,"36,977",2.29 Cr,2
2 BHK Apartment,Powai,627,"36,977",2.31 Cr,2
3 BHK Apartment,Powai,1004,"31,904",3.19 Cr,3
2 BHK Apartment,Mulund West,572,"27,797",1.59 Cr,2
2 BHK Apartment,Mulund West,623,"27,797",1.73 Cr,2
3 BHK Apartment,Mulund West,975,"26,564",2.59 Cr,3
2 BHK Apartment,Mulund West,753,"27,797",2.09 Cr,2
2 BHK Apartment,Mira Road East,950,"8,421",80 L,2
1 BHK Apartment,Mira Road East,760,"7,894",60 L,1
1 BHK Apartment,Mira Road East,740,"7,702",57 L,1
2 BHK Apartment,Mira Road East,900,"8,888",79.99 L,2
3 BHK Apartment,Kharghar,1815,"8,750",1.58 Cr,3
2 BHK Apartment,Mulund West,950,"22,631",2.15 Cr,2
2 BHK Apartment,Kharghar,1275,"8,750",1.11 Cr,2
2 BHK Apartment,Panvel,875,"6,856",59.99 L,2
1 BHK Apartment,Panvel,579,"6,735",39 L,1
2 BHK Apartment,Dombivali,864,"6,030",52.1 L,2
3 BHK Apartment,Dombivali,1098,"5,755",63.2 L,3
1 BHK Apartment,Dombivali,594,"5,404",32.1 L,1
2 BHK Apartment,Dombivali,909,"5,511",50.1 L,2
1 BHK Apartment,Dombivali,501,"7,684",38.5 L,1
1 BHK Apartment,Dombivali East,380,"6,000",22.8 L,1
1 BHK Apartment,Dombivali East,365,"6,000",21.9 L,1
1 BHK Apartment,Dombivali East,530,"6,000",31.8 L,1
1 BHK Apartment,Dombivali East,520,"6,000",31.2 L,1
1 BHK Apartment,Dombivali East,340,"6,000",20.4 L,1
1 BHK Apartment,Dombivali,510,"6,000",30.6 L,1
1 BHK Apartment,Dombivali East,365,"6,000",21.9 L,1
1 BHK Apartment,Dombivali East,530,"6,000",31.8 L,1
1 BHK Apartment,Dombivali East,520,"6,000",31.2 L,1
1 BHK Apartment,Dombivali East,340,"6,000",20.4 L,1
1 BHK Apartment,Virar,890,"5,056",45 L,1
1 BHK Apartment,Virar,560,"5,714",32 L,1
1 BHK Apartment,Virar,580,"5,517",32 L,1
1 BHK Apartment,Virar,590,"6,186",36.5 L,1
1 BHK Apartment,Kanjurmarg,552,"18,115",1 Cr,1
1 BHK Apartment,Mira Road East,713,"8,345",59.5 L,1
2 BHK Apartment,Mira Road East,1071,"8,029",86 L,2
2 BHK Apartment,Mira Road East,995,"7,638",76 L,2
1 BHK Apartment,Mira Road East,740,"8,540",63.2 L,1
2 BHK Apartment,Mira Road East,1060,"7,650",81.1 L,2
1 BHK Apartment,Mira Road East,525,"13,714",72 L,1
1 BHK Apartment,Mira Road East,720,"8,611",62 L,1
1 BHK Apartment,Chembur,630,"16,984",1.07 Cr,1
2 BHK Apartment,Nala Sopara,755,"6,105",46.1 L,2
1 BHK Apartment,Nala Sopara,460,"6,293",28.95 L,1
1 BHK Apartment,Nala Sopara,450,"6,222",28 L,1
1 BHK Apartment,Virar West,297,"9,595",28.5 L,1
1 BHK Apartment,Nala Sopara,450,"6,333",28.5 L,1
3 BHK Apartment,Dombivali East,2115,"8,747",1.85 Cr,3
1 BHK Apartment,Mira Road East,715,"8,391",60 L,1
2 BHK Apartment,Mira Road East,972,"9,722",94.5 L,2
1 BHK Apartment,Kalyan West,607,"5,930",36 L,1
3 BHK Apartment,Thane West,1850,"16,486",3.05 Cr,3
2 BHK Apartment,Airoli,950,"10,526",1 Cr,2
2 BHK Apartment,Airoli,1000,"12,000",1.2 Cr,2
1 BHK Apartment,Airoli,560,"11,607",65 L,1
1 BHK Apartment,Airoli,670,"12,835",86 L,1
2 BHK Apartment,Airoli,950,"14,736",1.4 Cr,2
2 BHK Apartment,Airoli,719,"30,598",2.2 Cr,2
3 BHK Apartment,Airoli,1100,"30,909",3.4 Cr,3
2 BHK Apartment,Airoli,580,"11,206",65 L,2
1 BHK Apartment,Airoli,575,"12,173",70 L,1
1 BHK Apartment,Airoli,555,"12,612",70 L,1
1 BHK Apartment,Airoli,555,"12,972",72 L,1
1 BHK Apartment,Airoli,580,"14,655",85 L,1
2 BHK Apartment,Airoli,950,"11,578",1.1 Cr,2
1 BHK Apartment,Airoli,555,"15,315",85 L,1
1 BHK Apartment,Airoli,555,"12,612",70 L,1
2 BHK Apartment,Airoli,850,"8,823",75 L,2
2 BHK Apartment,Airoli,980,"10,204",1 Cr,2
2 BHK Apartment,Airoli,950,"12,631",1.2 Cr,2
2 BHK Apartment,Airoli,900,"25,000",2.25 Cr,2
1 BHK Apartment,Airoli,620,"9,677",60 L,1
1 BHK Apartment,Airoli,555,"13,513",75 L,1
1 BHK Apartment,Dombivali,700,"7,571",53 L,1
1 BHK Apartment,Dombivali,594,"5,387",32 L,1
3 BHK Apartment,Dombivali,900,"6,222",56 L,3
2 BHK Apartment,Dombivali,1000,"7,900",79 L,2
2 BHK Apartment,Vikhroli,945,"13,756",1.3 Cr,2
1 BHK Apartment,Mahim,445,"40,136",1.78 Cr,1
1 BHK Apartment,Dombivali East,535,"6,000",32.1 L,1
1 BHK Apartment,Bhiwandi,365,"4,098",14.96 L,1
2 BHK Apartment,Chembur,1000,"20,000",2 Cr,2
2 BHK Apartment,Kanjurmarg East,1000,"16,500",1.65 Cr,2
3 BHK Apartment,Worli,1800,"44,444",8 Cr,3
2 BHK Apartment,Ghatkopar East,850,"17,647",1.5 Cr,2
2 BHK Apartment,Chembur,1080,"13,888",1.5 Cr,2
2 BHK Apartment,Chembur,700,"20,000",1.4 Cr,2
3 BHK Apartment,Worli,1500,"46,666",6.99 Cr,3
1 BHK Apartment,Virar,450,"6,734",30.3 L,1
1 BHK Apartment,Nala Sopara,540,"5,925",32 L,1
2 BHK Apartment,Nala Sopara,755,"6,105",46.1 L,2
1 BHK Apartment,Nala Sopara,460,"6,293",28.95 L,1
1 BHK Apartment,Nala Sopara,450,"6,222",28 L,1
2 BHK Apartment,Virar,890,"6,648",59.17 L,2
1 BHK Apartment,Virar,710,"6,091",43.25 L,1
1 BHK Apartment,Virar,710,"6,091",43.25 L,1
2 BHK Apartment,Virar,890,"6,648",59.17 L,2
1 BHK Apartment,Virar,750,"5,766",43.25 L,1
1 BHK Apartment,Virar,750,"5,974",44.8 L,1
1 BHK Apartment,Virar,750,"5,974",44.8 L,1
2 BHK Apartment,Virar,1074,"5,871",63.05 L,2
2 BHK Apartment,Virar,1074,"5,871",63.05 L,2
1 BHK Apartment,Virar,710,"6,091",43.25 L,1
2 BHK Apartment,Virar,890,"6,648",59.17 L,2
1 BHK Apartment,Virar,750,"5,766",43.25 L,1
1 BHK Apartment,Virar,750,"5,974",44.8 L,1
1 BHK Apartment,Virar,750,"5,974",44.8 L,1
2 BHK Apartment,Virar,1074,"5,871",63.05 L,2
2 BHK Apartment,Virar,1074,"5,871",63.05 L,2
2 BHK Apartment,Virar,990,"6,291",62.28 L,2
2 BHK Apartment,Virar,990,"6,291",62.28 L,2
1 BHK Apartment,Virar,710,"6,051",42.96 L,1
1 BHK Apartment,Virar,710,"6,051",42.96 L,1
2 BHK Apartment,Borivali West,1025,"20,292",2.08 Cr,2
2 BHK Apartment,Borivali West,1025,"19,121",1.96 Cr,2
2 BHK Apartment,Borivali West,1025,"19,414",1.99 Cr,2
2 BHK Apartment,Borivali West,1025,"19,512",2 Cr,2
2 BHK Apartment,Borivali West,1025,"19,024",1.95 Cr,2
3 BHK Apartment,Borivali West,1215,"20,164",2.45 Cr,3
3 BHK Apartment,Borivali West,1215,"19,753",2.4 Cr,3
3 BHK Apartment,Borivali West,1215,"20,576",2.5 Cr,3
3 BHK Apartment,Borivali West,1215,"19,341",2.35 Cr,3
2 BHK Apartment,Borivali West,1095,"18,356",2.01 Cr,2
1 BHK Apartment,Borivali West,715,"17,482",1.25 Cr,1
1 BHK Apartment,Borivali West,715,"17,202",1.23 Cr,1
1 BHK Apartment,Borivali West,715,"16,083",1.15 Cr,1
1 BHK Apartment,Borivali West,715,"15,524",1.11 Cr,1
3 BHK Apartment,Borivali West,1215,"20,164",2.45 Cr,3
3 BHK Apartment,Borivali West,1215,"19,753",2.4 Cr,3
1 BHK Apartment,Virar,595,"7,478",44.5 L,1
2 BHK Apartment,Virar,985,"6,751",66.5 L,2
2 BHK Apartment,Virar,985,"6,751",66.5 L,2
1 BHK Apartment,Virar,750,"5,766",43.25 L,1
1 BHK Apartment,Virar,690,"5,709",39.39 L,1
1 BHK Apartment,Virar,690,"5,709",39.39 L,1
2 BHK Apartment,Virar,1085,"7,557",82 L,2
2 BHK Apartment,Virar,1075,"6,372",68.5 L,2
2 BHK Apartment,Virar,985,"7,208",71 L,2
1 BHK Apartment,Virar,610,"7,868",48 L,1
1 BHK Apartment,Dombivali,595,"4,873",29 L,1
2 BHK Apartment,Dombivali,955,"5,759",55 L,2
2 BHK Apartment,Dombivali,1000,"5,200",52 L,2
2 BHK Apartment,Dombivali,746,"7,439",55.5 L,2
3 BHK Apartment,Dombivali,1062,"7,532",80 L,3
2 BHK Apartment,Dombivali,800,"7,375",59 L,2
1 BHK Apartment,Dombivali,621,"7,085",44 L,1
1 BHK Apartment,Dombivali,588,"5,612",33 L,1
2 BHK Apartment,Dombivali,918,"7,298",67 L,2
2 BHK Apartment,Dombivali,779,"5,776",45 L,2
2 BHK Apartment,Dombivali,776,"5,670",44 L,2
1 BHK Apartment,Dombivali,595,"4,873",29 L,1
1 BHK Apartment,Dombivali,597,"4,941",29.5 L,1
2 BHK Apartment,Dombivali,955,"5,759",55 L,2
2 BHK Apartment,Dombivali,1000,"5,200",52 L,2
1 BHK Apartment,Bhiwandi,560,"4,100",22.96 L,1
1 BHK Apartment,Bhiwandi,550,"4,100",22.55 L,1
1 BHK Apartment,Virar,700,"4,857",34 L,1
1 BHK Apartment,Virar,710,"5,070",36 L,1
2 BHK Apartment,Koper Khairane,1091,"11,915",1.3 Cr,2
2 BHK Apartment,Koper Khairane,1125,"13,422",1.51 Cr,2
2 BHK Apartment,Koper Khairane,1075,"10,697",1.15 Cr,2
2 BHK Apartment,Ghansoli,1145,"12,401",1.42 Cr,2
3 BHK Apartment,Koper Khairane,1365,"9,890",1.35 Cr,3
3 BHK Apartment,Sector-20 Koparkhairane,1524,"12,467",1.9 Cr,3
3 BHK Apartment,Sector-20 Koparkhairane,1524,"12,204",1.86 Cr,3
2 BHK Apartment,Ghansoli,1080,"12,037",1.3 Cr,2
2 BHK Apartment,Koper Khairane,1125,"9,777",1.1 Cr,2
2 BHK Apartment,Mira Road East,950,"7,631",72.5 L,2
2 BHK Apartment,Mira Road East,970,"8,350",81 L,2
2 BHK Apartment,Mira Road East,1013,"8,193",83 L,2
1 BHK Apartment,Mira Road East,680,"8,676",59 L,1
2 BHK Apartment,Mira Road East,920,"9,565",88 L,2
2 BHK Apartment,Mira Road East,990,"8,342",82.59 L,2
1 BHK Apartment,Mira Road East,660,"9,266",61.16 L,1
2 BHK Apartment,Mira Road East,1010,"8,790",88.78 L,2
1 BHK Apartment,Mira Road East,680,"8,977",61.05 L,1
3 BHK Apartment,Mira Road East,1200,"10,750",1.29 Cr,3
2 BHK Apartment,Mira Road East,1000,"8,850",88.5 L,2
2 BHK Apartment,Mira Road East,1001,"12,587",1.26 Cr,2
2 BHK Apartment,Mira Road East,1060,"7,735",82 L,2
2 BHK Apartment,Mira Road East,1060,"7,735",82 L,2
2 BHK Apartment,Mira Road East,1050,"8,000",84 L,2
2 BHK Apartment,Mira Road East,1000,"11,800",1.18 Cr,2
2 BHK Apartment,Mira Road East,970,"8,350",81 L,2
1 BHK Apartment,Neral,401,"4,863",19.5 L,1
1 BHK Apartment,Neral,385,"4,808",18.51 L,1
1 BHK Apartment,Neral,375,"4,827",18.1 L,1
1 BHK Apartment,Neral,390,"5,128",20 L,1
1 BHK Apartment,Neral,400,"5,250",21 L,1
1 BHK Apartment,Dombivali,415,"11,204",46.5 L,1
2 BHK Apartment,Airoli,900,"13,888",1.25 Cr,2
1 BHK Apartment,Airoli,550,"12,727",70 L,1
2 BHK Apartment,Airoli,1100,"12,272",1.35 Cr,2
1 BHK Apartment,Airoli,555,"14,414",80 L,1
1 BHK Apartment,Airoli,550,"15,454",85 L,1
1 BHK Apartment,Airoli,555,"15,315",85 L,1
1 BHK Apartment,Vikhroli,655,"12,213",80 L,1
1 BHK Apartment,Vikhroli,520,"15,384",80 L,1
1 BHK Apartment,Vikhroli,460,"14,130",65 L,1
3 BHK Apartment,Powai,1690,"39,940",6.75 Cr,3
1 BHK Apartment,Dombivali East,530,"6,000",31.8 L,1
2 BHK Apartment,Andheri West,759,"5,665",43 L,2
2 BHK Apartment,Dahisar Navi mumbai,550,"2,727",15 L,2
1 BHK Apartment,Dahisar Navi mumbai,450,"2,666",12 L,1
1 BHK Apartment,Dahisar Navi mumbai,350,"2,285",8 L,1
2 BHK Apartment,Dahisar Navi mumbai,1200,"2,833",34 L,2
2 BHK Apartment,Virar,975,"6,035",58.85 L,2
1 BHK Apartment,Virar,700,"5,642",39.5 L,1
1 BHK Apartment,Virar,750,"5,466",41 L,1
1 BHK Apartment,Virar,700,"5,571",39 L,1
2 BHK Apartment,Mira Road East,970,"7,938",77 L,2
2 BHK Apartment,Bhayandar East,999,"8,008",80 L,2
2 BHK Apartment,Jogeshwari West,509,"27,000",1.37 Cr,2
1 BHK Apartment,Jogeshwari West,311,"27,000",83.97 L,1
2 BHK Apartment,Jogeshwari West,635,"27,000",1.71 Cr,2
1 BHK Apartment,Jogeshwari West,405,"27,000",1.09 Cr,1
3 BHK Apartment,Mira Road East,1300,"10,769",1.4 Cr,3
1 BHK Apartment,Mira Road East,580,"9,482",55 L,1
2 BHK Apartment,Bhayandar East,1003,"12,961",1.3 Cr,2
1 BHK Apartment,Bhiwandi,390,"4,100",15.99 L,1
1 BHK Apartment,Bhiwandi,385,"4,098",15.78 L,1
1 BHK Apartment,Bhiwandi,375,"4,300",16.12 L,1
2 BHK Apartment,Koper Khairane,1050,"12,571",1.32 Cr,2
1 BHK Apartment,Virar,511,"7,609",38.88 L,1
2 BHK Apartment,Virar,617,"7,608",46.94 L,2
1 BHK Apartment,Virar,473,"7,609",35.99 L,1
1 BHK Apartment,Virar,473,"7,609",35.99 L,1
1 BHK Apartment,Airoli,620,"9,677",60 L,1
1 BHK Apartment,Bhiwandi,585,"4,076",23.85 L,1
2 BHK Apartment,Palava,945,"5,820",55 L,2
3 BHK Apartment,Palava,1132,"6,625",75 L,3
3 BHK Apartment,Dombivali,1098,"6,921",76 L,3
1 BHK Apartment,Dombivali,595,"5,210",31 L,1
1 BHK Apartment,Dombivali,694,"4,899",34 L,1
2 BHK Apartment,Palava,829,"5,186",43 L,2
1 BHK Apartment,Boisar,615,"3,200",19.68 L,1
1 BHK Apartment,Boisar,615,"3,252",20 L,1
2 BHK Apartment,Panvel,1000,"6,300",63 L,2
2 BHK Apartment,Panvel,1000,"6,400",64 L,2
2 BHK Apartment,Panvel,1000,"6,300",63 L,2
1 BHK Apartment,Panvel,625,"5,600",35 L,1
2 BHK Apartment,Panvel,980,"6,326",62 L,2
1 BHK Apartment,Kalamboli,680,"6,470",44 L,1
1 BHK Apartment,Karanjade,628,"5,573",35 L,1
2 BHK Apartment,Panvel,1120,"5,803",65 L,2
1 BHK Apartment,Karanjade,640,"5,937",38 L,1
1 BHK Apartment,Karanjade,640,"6,093",39 L,1
2 BHK Apartment,Panvel,1200,"5,500",66 L,2
1 BHK Apartment,Panvel,685,"6,131",42 L,1
1 BHK Apartment,Naigaon East,550,"5,818",32 L,1
1 BHK Apartment,Naigaon East,610,"5,778",35.25 L,1
1 BHK Apartment,Mira Road East,740,"10,405",77 L,1
1 BHK Apartment,Bhiwandi,585,"4,099",23.98 L,1
1 BHK Apartment,Mira Road East,680,"8,970",61 L,1
2 BHK Apartment,Mira Road East,950,"9,894",94 L,2
1 BHK Apartment,Virar,473,"7,822",37 L,1
1 BHK Apartment,Koper Khairane,750,"10,666",80 L,1
1 BHK Apartment,Koper Khairane,750,"10,400",78 L,1
1 BHK Apartment,Koper Khairane,650,"12,153",79 L,1
1 BHK Apartment,Palghar,331,"4,520",14.91 L,1
1 BHK Apartment,Palghar,466,"4,507",21 L,1
1 BHK Apartment,Palghar,377,"4,518",16.99 L,1
